data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-06-14 15:33:55.316171;221;Recife;Bruno Otavio;Geladeira Sansung;Brenda Mock;femasculino;pix
2025-12-03 17:56:55.317072;222;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Frances Wright;femasculino;cartão de crédito
2025-04-19 13:53:55.317270;223;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Elizabeth Wilson;femasculino;boleto
2025-09-11 17:05:55.317527;224;Belo Horizonte;Joana Silva;Playstation 5;Anjanette Brown;femasculino;dinheiro
2025-06-07 19:09:55.318910;225;Recife;João Victor;Cama Solteiro Ortobom;Donald Ackerman;masculino;cartão de crédito
2025-02-10 15:45:55.319562;226;Recife;Bruno Otavio;Playstation 5;Robert Mackenzie;masculino;boleto
2025-05-06 14:55:55.320585;227;Recife;João Victor;Smartphone Sansung Galaxy;Margaret Gillett;femasculino;dinheiro
2025-08-11 13:10:55.323703;228;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Diane Pittman;femasculino;cartão de crédito
2025-12-07 12:40:55.324081;229;Recife;Bruno Otavio;Smartwatch Sansung M3;Norma Huey;femasculino;pix
2025-09-03 13:09:55.325117;230;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Mack Ernest;masculino;boleto
2025-12-15 19:13:55.327315;231;Recife;João Victor;Smartphone Sansung Galaxy;Mary Mcdaniel;femasculino;cartão de crédito
2025-11-04 19:50:55.327538;232;Florianopoles;Paulo de Sousa;Playstation 5;Tamera Wright;femasculino;dinheiro
2025-12-18 17:03:55.328309;233;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Lorena Keitel;femasculino;pix
2025-03-01 14:06:55.339245;234;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;David Pahl;masculino;pix
2025-11-22 10:28:55.343597;235;Recife;Bruno Otavio;Geladeira Sansung;Charlotte Schut;femasculino;cartão de crédito
2025-08-23 18:30:55.363905;236;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Bobby Martinez;masculino;cartão de crédito
2025-05-29 16:31:55.364152;237;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Georgia Aquino;femasculino;dinheiro
2025-09-01 16:51:55.365306;238;Recife;Bruno Otavio;Geladeira Sansung;Beverly Elwick;femasculino;cartão de crédito
2025-02-28 19:04:55.388852;239;Copa Cabana;Luis Costa;Playstation 5;Sara Madrid;femasculino;pix
2025-11-12 17:50:55.389803;240;Recife;João Victor;Smartwatch Sansung M3;James Leblanc;masculino;cartão de crédito
2025-11-16 16:39:55.390190;241;Recife;João Victor;Smartphone Sansung Galaxy;Edward Sawtelle;masculino;pix
2025-04-27 12:17:55.397500;242;Recife;João Victor;Smartphone Sansung Galaxy;Ruby Mitchell;femasculino;pix
2025-08-17 16:18:55.397743;243;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Jack Martini;masculino;boleto
2025-09-30 20:53:55.400070;244;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Elaine Thompson;femasculino;boleto
2025-10-09 19:03:55.400240;245;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Wendy Koehler;femasculino;cartão de crédito
2025-11-20 14:36:55.401093;246;São Paulo;Lucas Pereira;Geladeira Sansung;Jan Nelson;femasculino;dinheiro
2025-09-12 16:04:55.401346;247;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Loretta Blackwell;femasculino;dinheiro
2025-10-11 20:13:55.401818;248;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Tara Ibarra;femasculino;dinheiro
2025-10-17 10:50:55.402555;249;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Meghan Sanchez;femasculino;boleto
2025-10-16 14:55:55.402861;250;Recife;Bruno Otavio;Cama Solteiro Ortobom;Leo Allen;masculino;cartão de crédito
2025-03-03 12:04:55.403058;251;Recife;Bruno Otavio;Cama Solteiro Ortobom;Joan Kowal;femasculino;pix
2025-06-13 19:37:55.405618;252;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;John Lee;masculino;dinheiro
2025-11-16 18:38:55.406026;253;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Dennis Costa;masculino;cartão de crédito
2025-08-08 12:45:55.406714;254;Florianopoles;Isabale Gomes;Geladeira Sansung;Steven Lindelof;masculino;boleto
2025-12-28 15:34:55.421556;255;Copa Cabana;Luis Costa;Playstation 5;Sean Ramos;masculino;dinheiro
2025-10-22 11:44:55.421882;256;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Jerry Meyer;femasculino;pix
2025-04-22 14:02:55.422653;257;Recife;João Victor;Geladeira Sansung;John Dibble;masculino;cartão de crédito
2025-02-06 11:11:55.424558;258;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Teresa Landeros;femasculino;dinheiro
2025-08-28 11:39:55.427081;259;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Jacqueline Brafman;femasculino;pix
2025-06-30 18:07:55.454750;260;Recife;Bruno Otavio;Playstation 5;Robert Edwards;masculino;boleto
2025-12-28 20:45:55.454998;261;Copa Cabana;Luis Costa;Geladeira Sansung;Oren Logan;masculino;pix
2025-06-27 17:20:55.456099;262;Recife;João Victor;Playstation 5;Shirlee Smith;femasculino;boleto
2025-07-13 11:50:55.457008;263;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Sanjuanita Kang;femasculino;dinheiro
2025-05-16 10:03:55.458556;264;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Sabrina Collins;femasculino;boleto
2026-01-24 20:17:55.458800;265;Copa Cabana;Carlos Silva;Geladeira Sansung;Robert Watkins;masculino;dinheiro
2025-12-06 14:43:55.458978;266;Recife;João Victor;Cama Solteiro Ortobom;Betty Jones;femasculino;pix
2026-01-25 17:23:55.459092;267;Recife;João Victor;Playstation 5;Jean Barrios;femasculino;pix
2025-06-10 17:42:55.459980;268;Florianopoles;Isabale Gomes;Geladeira Sansung;Alfred Rangel;masculino;cartão de crédito
2025-09-06 13:30:55.460770;269;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Beth Treinen;femasculino;dinheiro
2025-10-19 12:55:55.479194;270;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Marlene Redd;femasculino;pix
2025-11-08 20:56:55.480251;271;Copa Cabana;Luis Costa;Playstation 5;Karyn Patterson;femasculino;dinheiro
2025-02-05 11:53:55.480724;272;Recife;João Victor;Smartphone Sansung Galaxy;Joann Coolidge;femasculino;cartão de crédito
2025-02-11 18:33:55.484356;273;Florianopoles;Isabale Gomes;Playstation 5;James Hopper;masculino;cartão de crédito
2025-12-28 16:35:55.484776;274;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Barbara Canas;femasculino;pix
2025-06-16 19:51:55.489196;275;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Desire Sierra;femasculino;dinheiro
2025-07-01 19:16:55.491389;276;Recife;Bruno Otavio;Cama Solteiro Ortobom;William Vario;masculino;dinheiro
2025-12-06 17:08:55.510060;277;Recife;João Victor;Geladeira Sansung;John Adams;masculino;cartão de crédito
2025-07-12 11:02:55.510279;278;Belo Horizonte;Olivia Sousa;Playstation 5;Carol Thelen;femasculino;cartão de crédito
2025-09-02 13:10:55.513653;279;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Toni Dewitt;femasculino;dinheiro
2025-04-12 14:55:55.514395;280;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Linda Simon;femasculino;pix
2025-07-06 16:50:55.514651;281;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;Frank Redman;masculino;boleto
2025-04-24 18:54:55.515650;282;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Sharon Matthews;femasculino;dinheiro
2025-05-08 19:16:55.515824;283;Copa Cabana;Carlos Silva;Geladeira Sansung;Gary Brimer;masculino;pix
2025-02-06 11:03:55.520872;284;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Thomas Herring;masculino;dinheiro
2025-11-04 17:45:55.521263;285;Belo Horizonte;Olivia Sousa;Playstation 5;Gregory Moriarty;masculino;dinheiro
2025-05-23 18:18:55.523804;286;Florianopoles;Isabale Gomes;Geladeira Sansung;Bruce Martin;masculino;cartão de crédito
2025-02-27 17:44:55.524131;287;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Orlando Walker;masculino;dinheiro
2025-09-17 12:47:55.524486;288;Florianopoles;Isabale Gomes;Geladeira Sansung;Karen Sharp;femasculino;pix
2025-05-24 18:39:55.524825;289;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Ronald Duncan;masculino;dinheiro
2025-04-20 15:55:55.525072;290;Recife;João Victor;Cama Solteiro Ortobom;Dale Cornman;masculino;dinheiro
2025-09-11 12:57:55.531280;291;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Amy Keen;femasculino;pix
2025-05-13 14:00:55.532074;292;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Anthony Harper;masculino;cartão de crédito
2025-06-30 12:22:55.532263;293;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Marion Bell;femasculino;pix
2025-02-15 17:50:55.532451;294;Belo Horizonte;Joana Silva;Geladeira Sansung;Craig Melvin;masculino;boleto
2025-05-11 12:24:55.533104;295;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Kellie Allison;femasculino;cartão de crédito
2025-10-07 20:52:55.533537;296;Recife;João Victor;Smartphone Sansung Galaxy;Jerry Long;masculino;boleto
2025-02-05 16:24:55.533681;297;Recife;Bruno Otavio;Smartwatch Sansung M3;Tonya Griffin;femasculino;pix
2025-09-03 10:48:55.533892;298;Recife;João Victor;Smartwatch Sansung M3;Omar Farmer;masculino;cartão de crédito
2025-06-07 18:28:55.534248;299;São Paulo;Ana Oliveira;Geladeira Sansung;Carmen Griffith;femasculino;boleto
2025-08-16 15:53:55.534507;300;Recife;Bruno Otavio;Cama Solteiro Ortobom;Ricardo Green;masculino;pix
2025-03-02 12:57:55.534705;301;Belo Horizonte;Joana Silva;Cama Solteiro Ortobom;Al Ellis;masculino;cartão de crédito
2025-11-23 11:36:55.534990;302;São Paulo;Ana Oliveira;Playstation 5;Kim Sas;masculino;boleto
2025-06-15 11:13:55.547674;303;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Richard Hensley;masculino;boleto
2025-09-08 17:21:55.548078;304;Recife;Bruno Otavio;Playstation 5;Noe Bonenfant;masculino;pix
2025-09-19 15:06:55.554835;305;Copa Cabana;Carlos Silva;Playstation 5;Jack Cole;masculino;pix
2026-01-09 10:19:55.555032;306;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Rita Brown;femasculino;pix
2025-02-14 13:22:55.555182;307;São Paulo;Lucas Pereira;Smartwatch Sansung M3;Charles Aldrich;masculino;dinheiro
2025-03-15 14:29:55.556163;308;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Ernesto Carman;masculino;cartão de crédito
2025-02-08 20:52:55.558068;309;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Joan Hailey;femasculino;dinheiro
2025-06-25 15:35:55.559674;310;São Paulo;Ana Oliveira;Cama Solteiro Ortobom;Ty Murphy;masculino;cartão de crédito
2025-02-17 16:09:55.560128;311;São Paulo;Ana Oliveira;Geladeira Sansung;Lee Roche;femasculino;cartão de crédito
2025-04-04 16:24:55.561069;312;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Joan Garcia;femasculino;pix
2025-12-16 19:43:55.561203;313;São Paulo;Lucas Pereira;Playstation 5;Shannon Perez;femasculino;pix
2025-07-26 18:46:55.561361;314;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Bette Ness;femasculino;boleto
2025-04-16 14:18:55.562889;315;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Juan Franzen;masculino;dinheiro
2025-07-25 19:27:55.565433;316;Belo Horizonte;Olivia Sousa;Playstation 5;Brittany Quillen;femasculino;cartão de crédito
2025-06-05 13:12:55.567228;317;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Ryan Ross;masculino;pix
2025-11-07 12:01:55.567381;318;São Paulo;Ana Oliveira;Playstation 5;Arthur Edwards;masculino;cartão de crédito
2026-01-04 19:26:55.567516;319;Belo Horizonte;Joana Silva;Geladeira Sansung;Minh Ross;masculino;pix
2025-04-13 18:47:55.568309;320;Recife;João Victor;Cama Solteiro Ortobom;Tiffany Olson;femasculino;cartão de crédito
2025-12-03 19:26:55.568547;321;Recife;Bruno Otavio;Smartwatch Sansung M3;Paul Quigley;masculino;pix
2025-05-07 10:16:55.569615;322;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Glenn Turner;masculino;dinheiro
2025-05-12 11:41:55.569784;323;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Joann Fitch;femasculino;cartão de crédito
2025-05-06 10:43:55.570492;324;Florianopoles;Paulo de Sousa;Playstation 5;Josh Landfair;masculino;pix
2025-12-29 18:47:55.593061;325;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Gary Steffen;masculino;pix
2025-07-17 14:40:55.594632;326;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Sherry Little;femasculino;dinheiro
2025-08-05 15:09:55.594873;327;Recife;Bruno Otavio;Playstation 5;Cecil Tague;masculino;boleto
2025-07-20 13:23:55.598290;328;São Paulo;Lucas Pereira;Geladeira Sansung;Janie Aracena;femasculino;pix
2025-10-08 13:07:55.613191;329;Belo Horizonte;Joana Silva;Geladeira Sansung;Mary Brandon;femasculino;cartão de crédito
2025-07-01 13:52:55.613795;330;São Paulo;Lucas Pereira;Geladeira Sansung;Keith Delaney;masculino;cartão de crédito
2025-06-12 16:57:55.614253;331;Copa Cabana;Luis Costa;Geladeira Sansung;Amanda Mueller;femasculino;boleto
2025-09-15 19:00:55.614579;332;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Lynn Manos;femasculino;cartão de crédito
2025-01-31 10:48:55.618336;333;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Raymonde Rogers;femasculino;boleto
2025-07-27 19:12:55.620022;334;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Brent Gerry;masculino;dinheiro
2025-02-12 14:55:55.623897;335;São Paulo;Lucas Pereira;Smartphone Sansung Galaxy;Joseph Geiger;masculino;cartão de crédito
2025-02-20 15:20:55.625190;336;Recife;Bruno Otavio;Playstation 5;Marion Leone;femasculino;dinheiro
2025-07-16 15:00:55.626822;337;São Paulo;Ana Oliveira;Smartphone Sansung Galaxy;Robert Young;masculino;pix
2025-08-09 18:57:55.627012;338;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Marilyn Whipple;femasculino;cartão de crédito
2025-09-29 19:24:55.628431;339;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Rita Lowry;femasculino;boleto
2025-03-16 16:31:55.629312;340;Florianopoles;Isabale Gomes;Cama Solteiro Ortobom;Joshua Stunkard;masculino;cartão de crédito
2025-11-04 15:09:55.645121;341;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Annette Gurule;femasculino;dinheiro
2026-01-20 15:45:55.648014;342;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Lucille Johnson;femasculino;cartão de crédito
2025-03-23 12:52:55.648199;343;Copa Cabana;Luis Costa;Geladeira Sansung;Jack Hampton;masculino;cartão de crédito
2025-03-18 16:33:55.648700;344;São Paulo;Lucas Pereira;Cama Solteiro Ortobom;Michael Parm;masculino;pix
2025-03-17 20:18:55.658193;345;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Natalie Rojas;femasculino;boleto
2025-08-26 14:35:55.658807;346;Copa Cabana;Carlos Silva;Smartphone Sansung Galaxy;Theresa Duryea;femasculino;boleto
2025-03-22 19:22:55.664426;347;Recife;Bruno Otavio;Playstation 5;Ellen Marshall;femasculino;cartão de crédito
2025-03-23 12:42:55.664657;348;Florianopoles;Isabale Gomes;Playstation 5;Derick Rosales;masculino;dinheiro
2025-06-10 09:59:55.665324;349;Florianopoles;Paulo de Sousa;Smartphone Sansung Galaxy;Juanita Coley;femasculino;dinheiro
2025-10-31 18:57:55.666161;350;São Paulo;Lucas Pereira;Geladeira Sansung;Cynthia Meister;femasculino;pix
2025-11-23 10:26:55.668347;351;Copa Cabana;Luis Costa;Smartphone Sansung Galaxy;Maxine Soto;femasculino;pix
2025-04-29 10:40:55.668687;352;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Robert Parris;masculino;cartão de crédito
2025-10-06 14:50:55.669612;353;Recife;Bruno Otavio;Smartphone Sansung Galaxy;Marcia Ramirez;femasculino;dinheiro
2025-11-08 14:33:55.669839;354;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Rhonda Hutchison;femasculino;cartão de crédito
2025-07-31 14:43:55.670506;355;Recife;Bruno Otavio;Geladeira Sansung;Joan Dawson;femasculino;pix
2025-02-14 18:59:55.670756;356;Copa Cabana;Carlos Silva;Geladeira Sansung;William Brower;masculino;boleto
2025-09-18 13:03:55.671656;357;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Mary Chen;femasculino;dinheiro
2025-12-18 18:46:55.672059;358;Belo Horizonte;Joana Silva;Smartwatch Sansung M3;Jerrell Sweatt;masculino;cartão de crédito
2025-05-15 17:11:55.675817;359;Recife;João Victor;Playstation 5;Lydia Shoemaker;femasculino;pix
2025-02-17 19:10:55.676486;360;São Paulo;Ana Oliveira;Geladeira Sansung;Carrie Cunningham;femasculino;boleto
2025-04-11 10:54:55.676703;361;São Paulo;Lucas Pereira;Geladeira Sansung;Robert Darby;masculino;dinheiro
2025-11-11 18:36:55.677681;362;Florianopoles;Paulo de Sousa;Playstation 5;Larry Jordan;masculino;boleto
2025-12-31 19:54:55.677971;363;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;George Mulch;masculino;cartão de crédito
2026-01-23 12:42:55.693441;364;Florianopoles;Paulo de Sousa;Smartwatch Sansung M3;Bob Unger;masculino;cartão de crédito
2026-01-22 11:52:55.695610;365;Florianopoles;Paulo de Sousa;Geladeira Sansung;Anna Taylor;femasculino;boleto
2025-09-29 20:06:55.695885;366;Recife;João Victor;Cama Solteiro Ortobom;Laura Iler;femasculino;cartão de crédito
2025-05-24 11:40:55.706614;367;Belo Horizonte;Olivia Sousa;Smartwatch Sansung M3;Jeremiah Rosenfield;masculino;pix
2025-05-03 10:27:55.720174;368;Florianopoles;Paulo de Sousa;Playstation 5;Sylvia Mcknight;femasculino;boleto
2025-08-16 11:01:55.721012;369;Recife;João Victor;Geladeira Sansung;Scott Shelton;masculino;cartão de crédito
2025-12-12 13:53:55.721414;370;Recife;João Victor;Geladeira Sansung;Nicholas Ashton;masculino;cartão de crédito
2025-07-02 11:35:55.723409;371;Florianopoles;Paulo de Sousa;Geladeira Sansung;Terrell Knight;femasculino;dinheiro
2026-01-13 13:23:55.726398;372;Recife;João Victor;Geladeira Sansung;Maranda Johnson;femasculino;pix
2025-09-23 20:02:55.727597;373;Florianopoles;Isabale Gomes;Smartwatch Sansung M3;William Harris;masculino;boleto
2025-05-07 14:42:55.727778;374;Recife;Bruno Otavio;Geladeira Sansung;Miguel Johnston;masculino;cartão de crédito
2025-11-13 11:56:55.728148;375;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Lisa Vaught;femasculino;dinheiro
2025-02-15 12:18:55.730317;376;Copa Cabana;Carlos Silva;Geladeira Sansung;Kristin Green;femasculino;cartão de crédito
2025-02-28 14:16:55.730646;377;Belo Horizonte;Joana Silva;Geladeira Sansung;Ronald Crumm;masculino;cartão de crédito
2025-09-10 19:26:55.743697;378;Copa Cabana;Carlos Silva;Playstation 5;Matthew Young;masculino;cartão de crédito
2026-01-22 14:56:55.743982;379;Belo Horizonte;Olivia Sousa;Cama Solteiro Ortobom;Lois Ross;femasculino;cartão de crédito
2025-02-06 17:17:55.744164;380;São Paulo;Lucas Pereira;Geladeira Sansung;Dean Shea;masculino;boleto
2025-01-30 14:23:55.744702;381;Belo Horizonte;Joana Silva;Playstation 5;Marc Pacheco;masculino;cartão de crédito
2025-10-22 13:01:55.745091;382;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Ellen Bragg;femasculino;cartão de crédito
2025-12-26 12:24:55.745771;383;Florianopoles;Paulo de Sousa;Playstation 5;Timothy Burkhart;masculino;dinheiro
2025-08-15 17:24:55.746627;384;Florianopoles;Paulo de Sousa;Geladeira Sansung;Jon Frenette;masculino;boleto
2025-04-26 17:14:55.750883;385;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Julie Waterman;femasculino;pix
2025-10-22 10:01:55.751911;386;Florianopoles;Paulo de Sousa;Cama Solteiro Ortobom;Delila Smith;femasculino;cartão de crédito
2025-07-06 17:45:55.753471;387;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Wanda Johnson;femasculino;cartão de crédito
2025-06-30 12:28:55.753610;388;Florianopoles;Isabale Gomes;Smartphone Sansung Galaxy;Brian Clark;masculino;dinheiro
2025-09-06 15:54:55.753730;389;Copa Cabana;Luis Costa;Cama Solteiro Ortobom;Michael Talley;masculino;boleto
2025-02-11 11:24:55.754167;390;São Paulo;Lucas Pereira;Geladeira Sansung;Kristi Bell;femasculino;dinheiro
2026-01-24 18:17:55.754412;391;Recife;João Victor;Smartphone Sansung Galaxy;James Soehl;masculino;dinheiro
2025-08-29 11:24:55.768439;392;Copa Cabana;Carlos Silva;Smartwatch Sansung M3;Genna Byrd;femasculino;dinheiro
2025-10-09 15:05:55.770017;393;Florianopoles;Paulo de Sousa;Playstation 5;Jamie Jelden;femasculino;cartão de crédito
2025-02-03 18:20:55.801903;394;São Paulo;Ana Oliveira;Smartwatch Sansung M3;Barbara Lama;femasculino;cartão de crédito
2025-06-12 13:43:55.809853;395;Belo Horizonte;Joana Silva;Smartphone Sansung Galaxy;Emily Larose;femasculino;pix
2026-01-25 11:45:55.811461;396;Belo Horizonte;Olivia Sousa;Geladeira Sansung;Timothy Shevlin;masculino;boleto
2026-01-03 11:12:55.818091;397;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Michelle Berger;femasculino;boleto
2025-02-03 10:47:55.818539;398;Copa Cabana;Carlos Silva;Playstation 5;Mary Simpson;femasculino;boleto
2025-01-31 12:19:55.818690;399;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Tabitha Sissel;femasculino;dinheiro
2025-06-04 20:32:55.832376;400;Belo Horizonte;Olivia Sousa;Smartphone Sansung Galaxy;Peter Adams;masculino;pix
2025-03-18 09:59:55.832627;401;Copa Cabana;Luis Costa;Smartwatch Sansung M3;Andrew Tellez;masculino;cartão de crédito
2025-10-23 15:05:55.834137;402;São Paulo;Ana Oliveira;Playstation 5;Lashawn Pitre;femasculino;pix
2025-07-08 17:16:55.836081;403;Recife;João Victor;Playstation 5;Ginger Espinosa;femasculino;dinheiro
